track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Imperial Miss (IRE),R P Whelan,0,M Halford & T Collins,9th,2 1/4 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Melkorka (IRE),K J Leonard,0,J F O'Shea,8th,1/2 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Time Out (IRE),J J G Ryan,5,Mrs D Foster,7th,6 1/2 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Star Of Atlantis (IRE),G M Ryan,0,T Gibney,6th,2 1/4 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Tanazadia (IRE),S B Kelly,0,J P Murtagh,5th,1 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Golden Ocean (GER),C T Keane,0,M O'Callaghan,4th,3/4 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Settlement,C D Hayes,0,D K Weld,3rd,1 3/4 l,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Siege Of Troy,B M Coen,0,J P Murtagh,2nd,Neck,3,9-3,-,True,115,26
Naas Racing Results | 19th May 2024 17:30,,17:30,Good (Good To Firm In Places),1m,Serialise (IRE),S Foley,0,Mrs J Harrington,1st,,3,9-3,-,True,115,26
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Magic Defense (IRE),C Horgan,7,K Purcell,15th,13 l,3,8-13,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Clove Rock (IRE),S Foley,0,Daniel Murphy,14th,8 1/2 l,3,9-2p1,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Chinois (IRE),D McMonagle,0,J P O'Brien,13th,3/4 l,3,9-5p1,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Nosey Anna (IRE),L T McAteer,0,D Hogan,12th,3/4 l,3,9-5,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Luxurious Princess (IRE),J A Heffernan,0,A Murray,11th,1 l,3,9-2,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Veil Dance,Siobhan Rutledge,3,J C McConnell,10th,4 1/2 l,3,8-13,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Dynamite Defense (IRE),J M Sheridan,0,D Hogan,9th,1/2 l,3,9-8,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Laser Sharp,L F Roche,0,C Collins,8th,2 1/2 l,3,8-10tp,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Harry The Rogue (IRE),A J Slattery,0,A Slattery,7th,1 l,3,8-13,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,She's Smart (IRE),R P Whelan,0,A McGuinness,6th,1/2 l,3,8-10,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Sister Mila (IRE),J Cleary,7,A Murray,5th,3 l,3,9-2,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Butterfly Bush (IRE),R Whearty,5,P Magee,4th,1/2 l,3,8-13,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Royalcorrespondent (IRE),C T Keane,0,R P Cody,3rd,3/4 l,3,9-8h,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Zenato (IRE),W J Lee,0,H De Bromhead,2nd,1 3/4 l,3,8-13,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:20,,17:20,Good,7f 86y,Alto Sax (IRE),G F Carroll,0,G M Lyons,1st,,3,8-13b,-,True,115,27
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Episodic (IRE),R P Cleary,0,D J Bunyan,12th,1 1/2 l,2,8-8,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Gateway Arch (IRE),L F Roche,0,Joseph Murray,11th,1 1/2 l,2,8-8,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Highway Sixty One (IRE),G F Carroll,0,A McNamara,10th,Neck,2,9-3,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Georg Zhukov (IRE),C T Keane,0,N Meade,9th,Head,2,8-13,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Zaraahmando (IRE),A J Slattery,0,A Slattery,8th,1 3/4 l,2,9-1,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Shocker (IRE),B M Coen,0,Eoghan O'Neill,7th,2 1/2 l,2,8-13,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Petit Fusee (IRE),W M Lordan,0,P Martin,6th,2 1/2 l,2,8-8,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Edergole's Angel (IRE),W J Lee,0,W McCreery,5th,3/4 l,2,8-12,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Alumni Lia (IRE),J A Heffernan,0,A Murray,4th,Short Head,2,8-12,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Boyne Valley (IRE),J A Powell,3,M Mulvany,3rd,4 1/2 l,2,8-10,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Green Triangle (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,2,9-7t1,-,True,115,28
Roscommon Racing Results | 20th May 2024 17:50,,17:50,Good,7f 86y,Deo Vero (IRE),C D Hayes,0,David J Geary,1st,,2,8-8,-,True,115,28
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Cherry Pink (IRE),D J Murphy,10,M Halford & T Collins,15th,1 1/4 l,4,9-4b,53,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,What Adaay,C J MacRedmond,5,P Martin,14th,5 1/2 l,6,8-12p,47,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Queen Mab (IRE),D E Sheehy,0,M C Grassick,13th,1/2 l,4,8-13,48,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Penguin Island,J A Heffernan,0,Robert Widger,12th,4 3/4 l,5,9-12,61,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Jazz Dreamers (IRE),K G Kennedy,7,S Fahey,11th,9 1/2 l,6,9-12,61,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Barnhill Rose,P A Harnett,5,D Hogan,10th,7 1/2 l,6,10-7p,70,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Vikki Wall (IRE),Caragh Monaghan,10,Ian Donoghue,9th,Neck,4,9-10,59,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Deuteronomy (IRE),S Foley,0,R P Burns,8th,Head,5,8-12t1,41,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Lisamaria (IRE),R Whearty,5,P W Flynn,7th,1 1/4 l,5,8-13,48,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Super Cub,J M Sheridan,0,D Hogan,6th,1 1/4 l,5,9-6b,55,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,On Our Radar (IRE),C Horgan,7,A Slattery,5th,3/4 l,4,10-1,64,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Sneddy Eddie (IRE),M W Hassett,5,M M McNiff,4th,1/2 l,4,9-11,60,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Calamint (IRE),C D Hayes,0,A Murray,3rd,Head,4,10-2,65,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,2nd,2 1/2 l,5,9-12ht,61,True,115,29
Roscommon Racing Results | 20th May 2024 18:20,,18:20,Good,7f 86y,River Derwent,J J G Ryan,5,Thomas Coyle,1st,,6,9-12b,61,True,115,29
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Kisiyra (IRE),B M Coen,0,J P Murtagh,11th,3 3/4 l,3,9-2p,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Wee Valerie (IRE),J A Heffernan,0,H P Finegan,10th,Head,7,10-2t,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Crypto Crash,L T McAteer,0,D Marnane,9th,3/4 l,3,9-7,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Stella Acclamata (IRE),R Whearty,5,K H Clarke,8th,8 1/2 l,4,10-2,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Slaney Swagger (IRE),R P Cleary,0,J S Bolger,7th,1 l,3,9-7p,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Mythical Rock (IRE),Gabriella Adela Hill,10,Barry J Fitzgerald,6th,1/2 l,3,9-7,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Double Agent (IRE),W M Lordan,0,A P O'Brien,5th,1/2 l,3,9-7b1,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Another Night (IRE),N M Crosse,0,Mrs J Harrington,4th,1/2 l,3,9-2,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Woottonpassit,R P Whelan,0,M Brassil,3rd,1 1/2 l,3,9-7,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,2nd,1 1/2 l,3,9-2,-,True,115,30
Roscommon Racing Results | 20th May 2024 18:50,,18:50,Good,1m 2f 58y,Total Look (FR),G F Carroll,0,G P Cromwell,1st,,3,9-7,-,True,115,30
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Magic Charm (IRE),M W Hassett,5,M Hassett,NR,,8,8-9,61,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Emeric (IRE),C T Keane,0,P W Flynn,NR,,7,9-5,71,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Turbulence (IRE),S Foley,0,R O'Sullivan,NR,,7,9-5p1,71,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Belles Feuilles (FR),J A Heffernan,0,G Keane,8th,1 l,4,9-8,74,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Milteye,W J Lee,0,E J O'Grady,7th,3 l,4,9-6t,72,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,True Statesman (IRE),C J MacRedmond,5,A McGuinness,6th,4 1/2 l,4,9-9b,75,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Spy,S P Davis,0,C Byrnes,5th,2 1/4 l,5,9-6,72,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Al Mudhaffar (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-0p1,80,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Cleopatra's Needle (IRE),C D Hayes,0,H Rogers,3rd,1/2 l,6,8-7b,59,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Theophilos (IRE),B M Coen,0,J P Murtagh,2nd,Neck,5,9-7,73,True,115,31
Roscommon Racing Results | 20th May 2024 19:20,,19:20,Good,1m 2f 58y,Sea Eagle,J Cleary,7,Gerard O'Leary,1st,,4,10-0,80,True,115,31
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Rich Belief,R C Colgan,0,K Thornton,NR,,7,9-12t,76,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Narlita (GER),C D Hayes,0,H Rogers,NR,,5,9-8ht1,72,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Eikonix,G M Ryan,0,J J Hanlon,RR,,6,9-12,76,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Luminous Light,S Foley,0,A McCann,9th,4 3/4 l,5,9-10h,74,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Johanna Whitty (IRE),R P Cleary,0,J S Bolger,8th,3/4 l,4,9-11p,75,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Duke Of Leggagh (IRE),G F Carroll,0,M Mulvany,7th,7 l,4,9-11t,75,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,No Hassle (IRE),J M Sheridan,0,S K Ryder,6th,1 1/4 l,7,9-10,74,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Fairytale Princess (IRE),C T Keane,0,G M Lyons,5th,1/2 l,4,9-12,76,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Hallowed Star (IRE),W J Lee,0,J J Hanlon,4th,1/2 l,9,9-8,72,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Jabbar (IRE),C J MacRedmond,5,Gerard O'Leary,3rd,Neck,5,9-12,76,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,2nd,1 3/4 l,4,10-0b,78,True,115,32
Roscommon Racing Results | 20th May 2024 19:50,,19:50,Good,1m 4f 14y,Sixpack,B M Coen,0,J P Murtagh,1st,,4,9-5,69,True,115,32
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,A Daughtersdelight (IRE),J J G Ryan,5,P Magee,9th,1/2 l,3,9-6t,65,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Liberty Looming (IRE),R P Cleary,0,J S Bolger,8th,4 3/4 l,3,8-13,58,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,You Done Well (IRE),J A Heffernan,0,K Purcell,7th,6 l,3,9-1,60,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Galician Girl (IRE),Adam Caffrey,5,A McGuinness,6th,4 l,3,9-11,70,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Latin (IRE),J M Sheridan,0,D Hogan,5th,3 l,3,9-12t,71,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Waystar (IRE),Siobhan Rutledge,3,J C McConnell,4th,1/2 l,3,8-7,47,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Dont Do Dramas (IRE),J A Powell,3,M Mulvany,3rd,1 1/4 l,3,9-8,67,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Solar Drive (IRE),C T Keane,0,P W Flynn,2nd,1 l,3,9-3,62,True,115,33
Roscommon Racing Results | 20th May 2024 20:20,,20:20,Good,1m 4f 14y,Granite Bay,R P Whelan,0,J P Fahey,1st,,3,9-12,71,True,115,33
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Morning Soldier (IRE),J B Foley,0,T Mullins,NR,,5,11-12t,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Arthur's Victory (IRE),G Brouder,5,J Nash,F,,6,11-5,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Clonshire River (IRE),R A Doyle,0,E & P Harty,F,,7,11-12t,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Harvest Station (IRE),B P Kennedy,7,P W Flynn,13th,49 l,4,11-6t1,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Do The Math (IRE),K E Buckley,0,S Crawley,12th,2 l,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,The Greek Mason (IRE),J P Shinnick,7,W J Burke,11th,25 l,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Mr Mcwhinny (IRE),J G Gilligan,7,P J Gilligan,10th,Neck,6,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Medadthebookie,D E Mullins,0,E Buckley,9th,2 3/4 l,4,11-6,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Blackcastle Storm,J Smith,7,M J Smith,8th,4 l,7,11-12ht,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Nevereverever (IRE),S D Torrens,0,J J Murphy,7th,2 l,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Fear The Deere (IRE),Mr D Doyle,7,T Doyle,6th,9 l,6,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Autocrat (IRE),D King,0,D Hogan,5th,5 l,4,11-6,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Sirekoff (IRE),Shane Fenelon,7,J J Hanlon,4th,1 1/4 l,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,My Policy (IRE),P M O'Brien,7,P Rooney,3rd,14 l,5,11-5p1,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Omniscient,Sam Ewing,0,G Elliott,2nd,1 1/4 l,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:25,,13:25,Good To Yielding (Yielding In Places),2m,Mywayofthinkin (IRE),M P Walsh,0,G P Cromwell,1st,,5,11-12,-,True,115,34
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Silent Dawn (IRE),Non Runner,0,A Murray,NR,,5,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Another Challenge (IRE),J I Duggan,7,O McKiernan,NR,,4,11-6,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Lucy Rocco (IRE),E Walsh,0,T O'Connor,NR,,5,11-5h,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Yourenotthebossame (IRE),K C Sexton,0,G Elliott,PU,,5,11-5,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Starita (IRE),D J O'Keeffe,0,W J Burke,14th,18 l,6,11-5,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Wepushourlucksofar (IRE),M M McDonagh,0,N F Glynn,13th,12 l,6,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Jim's Cracker,J J Slevin,0,D A McLoughlin,12th,1/2 l,4,11-6,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Zero Fighter (IRE),D J Gilligan,3,E D Delany,11th,1 3/4 l,4,11-6,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Mortimer Duke,Mr F Maguire,0,B Connell,10th,2 1/2 l,4,11-6,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,9th,Neck,5,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Highland King (IRE),D A Kidd,7,J C McConnell,8th,9 1/2 l,5,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Leabaland (IRE),C G O'Dwyer,5,M M Lynch,7th,1 1/2 l,7,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Bodybuilder (GER),Sam Ewing,0,G Elliott,6th,6 l,6,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Jhentong Enki (FR),S W Flanagan,0,P Nolan,5th,1 l,5,11-12t,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Bold Brook (IRE),J C Gainford,0,C Collins,4th,4 1/2 l,6,11-12p,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Martinstown (IRE),M P Walsh,0,P Roche,3rd,9 l,5,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Starcrossed Lover (IRE),C Stone-Walsh,5,Colm Murphy,2nd,9 l,5,11-12,-,True,115,35
Punchestown Racing Results | 21st May 2024 13:55,,13:55,Good To Yielding (Yielding In Places),2m,Belloccio (FR),P Townend,0,W P Mullins,1st,,6,11-12t1,-,True,115,35
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,The Cooleen (IRE),L Quinlan,3,Richard Morrissey,NR,,5,11-0t,88,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Sayitfirst (IRE),J G Gilligan,7,D Collins,PU,,8,11-2,90,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Got To Fly (IRE),A P Kelly,5,J P Dempsey,PU,,6,11-9,97,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Lake Manzaleh,M M McDonagh,0,P Griffin,PU,,5,10-13t,87,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Bedelia (IRE),Shane Fenelon,7,J J Hanlon,14th,42 l,4,10-9t,89,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Shahbaz (IRE),K M Donoghue,0,G P Cromwell,13th,4 l,4,11-4,98,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Fox Leicester (IRE),Niall Moore,7,J M Burke,12th,4 3/4 l,8,11-9h1,97,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Scott Lang (IRE),B P Kennedy,7,P W Flynn,11th,4 1/2 l,7,12-0p,102,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,In For The Night (IRE),M P Walsh,0,D McDonogh,10th,5 1/2 l,6,11-10,98,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Container Madness (IRE),R A Doyle,0,M Brassil,9th,9 l,5,11-4,92,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Fort Randall (IRE),J S McGarvey,0,J J Hanlon,8th,4 l,5,11-6,94,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Hillsdale (IRE),Sam Ewing,0,J P Dempsey,7th,3 1/2 l,5,12-0,102,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Springboard (IRE),C M Quirke,5,M J McDonagh,6th,1 1/2 l,5,10-13,87,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Tannery Park,M J M O'Sullivan,0,B Connell,5th,6 l,4,10-13,93,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Edge Of My Seat (IRE),S D Torrens,0,A A Howard,4th,1/2 l,6,11-2h,90,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Son Of Hypnos (IRE),J Smith,7,K Smith,3rd,2 1/4 l,7,12-0tp,102,True,115,36
Punchestown Racing Results | 21st May 2024 14:28,,14:28,Good To Yielding (Yielding In Places),2m,Steps In The Sand (IRE),E Walsh,0,C Collins,2nd,4 l,5,10-13,87,True,115,36
